supergrp	grp	accNo	descr
Biphenyl	VIII	WP_019391016	WP_019391016|Bacillus_endophyticus|Non
Biphenyl	VIII	WP_018706659	WP_018706659|Bacillus_fordii|Non
Biphenyl	VIII	WP_018130670	WP_018130670|Alicyclobacillus_pohliae|Non
Biphenyl	XV	WP_020552689	WP_020552689|Streptomyces_scabrisporus|Non
Biphenyl	XV	YP_921895	YP_921895|Nocardioides_sp_JS614|Non
Biphenyl	XV	YP_005331401	YP_005331401|Blastococcus_saxobsidens_DD2|Non
Biphenyl	XVI	YP_001072458	YP_001072458|Mycobacterium_sp_JLS|Non
Biphenyl	XVI	ZP_05225115	ZP_05225115|Mycobacterium_intracellulare_ATCC_13950|Non
Biphenyl	XVII	ZP_04934623	ZP_04934623|Pseudomonas_aeruginosa_2192|Non
Biphenyl	XVII	AAD21063	AAD21063|Pseudomonas_abietaniphila|DitA
Biphenyl	XVII	YP_005883731	YP_005883731|Marinobacter_adhaerens_HP15|Non
Biphenyl	XVII	WP_018990614	WP_018990614|Azoarcus_toluclasticus|Non
Biphenyl	XVII	YP_555834	YP_555834|Burkholderia_xenovorans_LB400|DitA
Biphenyl	XVII	YP_005883713	YP_005883713|Marinobacter_adhaerens_HP15|Non
Biphenyl	XVII	ZP_04934639	ZP_04934639|Pseudomonas_aeruginosa_2192|Non
Biphenyl	XVII	WP_018990642	WP_018990642|Azoarcus_toluclasticus|Non
Biphenyl	XVII	YP_001683600	YP_001683600|Caulobacter_sp_K31|Non
Biphenyl	XVII	WP_005666985	WP_005666985|Massilia_timonae|Non
Biphenyl	XVII	YP_001683544	YP_001683544|Caulobacter_sp_K31|Non
Biphenyl	XVII	WP_010124895	WP_010124895|Sphingomonas_sp_KC8|Non
Biphenyl	XVII	ZP_01301787	ZP_01301787|Sphingomonas_sp_SKA58|Non
Biphenyl	XVII	WP_018636315	WP_018636315|Frankia_sp_BMG5_12|Non
Biphenyl	XVII	WP_018636333	WP_018636333|Frankia_sp_BMG5_12|Non
Biphenyl	XVIII	YP_003590130	YP_003590130|Bacillus_tusciae_DSM_2912|Non
Biphenyl	XVIII	BAE53401	BAE53401|Paenibacillus_sp_YK5|Dbf
Biphenyl	XVIII	ABV68886	ABV68886|Sphingomonas_sp_LB126|Fln
Biphenyl	XVIII	BAB55886	BAB55886|Terrabacter_sp_DBF63|Dbf
Biphenyl	XVIII	ACC85681	ACC85681|Rhodococcus_sp_HA01|Dbf
Biphenyl	XIX	YP_005000943	YP_005000943|Mycobacterium_rhodesiae_NBB3|Non
Biphenyl	XIX	YP_642597	YP_642597|Mycobacterium_sp_MCS|Non
Biphenyl	XIX	YP_001131903	YP_001131903|Mycobacterium_gilvum_PYR-GCK|Non
Biphenyl	XIX	YP_718182	YP_718182|Sphingomonas_sp_KA1|Non
Biphenyl	XXI	WP_009522394	WP_009522394|Ralstonia_sp_PBA|Non
Biphenyl	XXI	WP_008167916	WP_008167916|Achromobacter_arsenitoxydans|Non
Biphenyl	XXI	YP_004416765	YP_004416765|Pusillimonas_sp_T7-7|Non
Biphenyl	XXI	WP_010839881	WP_010839881|Rhodococcus_rhodnii|Non
Biphenyl	XXI	NP_887278	NP_887278|Bordetella_bronchiseptica_RB50|Non
Biphenyl	XXI	WP_018272981	WP_018272981|Bradyrhizobium_elkanii|Non
Biphenyl	XXI	WP_000181135	WP_000181135|Escherichia_fergusonii|Non
Biphenyl	XXI	YP_829364	YP_829364|Arthrobacter_sp_FB24|Non
Biphenyl	XXI	YP_935836	YP_935836|Mycobacterium_sp_KMS|Non
Biphenyl	XXI	YP_642606	YP_642606|Mycobacterium_sp_MCS|Non
Biphenyl	XXI	YP_638839	YP_638839|Mycobacterium_sp_MCS|Non
Biphenyl	XXI	YP_951383	YP_951383|Mycobacterium_vanbaalenii_PYR-1|Non
Biphenyl	XXI	YP_005000937	YP_005000937|Mycobacterium_rhodesiae_NBB3|Non
Biphenyl	XXII	YP_001264758	YP_001264758|Sphingomonas_wittichii_RW1|Non
Biphenyl	XX	WP_020583719	WP_020583719|Endozoicomonas_elysicola|Non
Biphenyl	XX	ZP_05096785	ZP_05096785|marine_gamma_proteobacterium_HTCC2148|Non
Biphenyl	XXIII	BAF48503	BAF48503|Rhodococcus_erythropolis_TA431|Bph
Biphenyl	XXIII	ABD65916	ABD65916|Rhodococcus_sp_R04|Bph
Biphenyl	XXIV	YP_008374307	YP_008374307|Cycloclasticus_zancles_7-ME|Non
Biphenyl	XXIV	BAC81541	BAC81541|Cycloclasticus_sp_A5|Pap
Biphenyl	XXIV	ABF56510	ABF56510|Cycloclasticus_sp_P1|Pap
Biphenyl	XXIV	ACD91670	ACD91670|Novosphingobium_sp_H25|Non
Biphenyl	XXIV	YP_001165670	YP_001165670|Novosphingobium_aromaticivorans_DSM_12444|Non
Biphenyl	XXIV	NP_049062	NP_049062|Novosphingobium_aromaticivorans|Non
Biphenyl	XXIV	ABW37061	ABW37061|Sphingomonas_sp_LH128|Bph
Biphenyl	XXIV	ACD91669	ACD91669|Novosphingobium_sp_H25|Non
Biphenyl	XXIV	2GBW	2GBW|Sphingomonas_Yanoikuyae_B1|Bph
Biphenyl	XXIV	ACC64605	ACC64605|Sphingomonas_sp_B2-7|Phn
Biphenyl	XXIV	2CKF	2CKF|Sphingomonas_Sp_Chy-1|Phn
Biphenyl	XXIV	CAT03469	CAT03469|Sphingomonas_paucimobilis_EPA505|Non
Biphenyl	XXIV	AAK62353	AAK62353|Burkholderia_sp_DBT1|DbtA
Biphenyl	XXIV	ACG70971	ACG70971|Acidovorax_sp_NA3|Phn
Biphenyl	XXIV	ZP_06845988	ZP_06845988|Burkholderia_sp_Ch1-1|Non
Biphenyl	XXIV	BAA76323	BAA76323|Alcaligenes_faecalis_AFK2|Phn
Biphenyl	XXIV	WP_007184423	WP_007184423|Hydrocarboniphaga_effusa|Non
Biphenyl	XXIV	BAD34447	BAD34447|Sphingomonas_sp_A4|Pap
Biphenyl	XXIV	AAD09872	AAD09872|Burkholderia_sp_RP007|Phn
Biphenyl	XXIV	YP_004468880	YP_004468880|Alteromonas_sp_SN2|Non
Biphenyl	XXIV	2BMO	2BMO|Comamonas_JS765|Dnt
Biphenyl	XXIV	YP_987297	YP_987297|Acidovorax_sp_JS42|Non
Biphenyl	XXIV	ADQ90222	ADQ90222|Pseudomonas_stutzeri|Non
Biphenyl	XXIV	YP_982710	YP_982710|Polaromonas_naphthalenivorans_CJ2|Non
Biphenyl	XXIV	ABX89315	ABX89315|Comamonas_testosteroni|Nah
Biphenyl	XXIV	AAF72976	AAF72976|Comamonas_testosteroni|Phn
Biphenyl	XXIV	AAD12610	AAD12610|Ralstonia_sp_U2|Nah
Biphenyl	XXIV	ACT53249	ACT53249|Burkholderia_sp_C3|Pap
Biphenyl	XXIV	AAL50021	AAL50021|Burkholderia_cepacia_R34|Dnt
Biphenyl	XXIV	AAB09766	AAB09766|Burkholderia_sp_RASC|Dnt
Biphenyl	XXIV	YP_534822	YP_534822|Pseudomonas_putida_Nah7|Nah
Biphenyl	XXIV	O07824	O07824|Pseudomonas_fluorescens|Nah
Biphenyl	XXIV	AAL07262	AAL07262|Pseudomonas_fluorescens|Nah
Biphenyl	XXIV	BAA20391	BAA20391|Pseudomonas_putida|Non
Biphenyl	XXIV	NP_943188	NP_943188|Pseudomonas_sp_ND6|Nah
Biphenyl	XXIV	NP_863072	NP_863072|Pseudomonas_putida_NCIB_9816-4|Nah
Biphenyl	XXIV	Q51494	Q51494|Pseudomonas_aeruginosa|Nah
Biphenyl	XXIV	AAD02136	AAD02136|Pseudomonas_stutzeri_AN10|Nah
Biphenyl	XXIV	ADK11287	ADK11287|Pseudomonas_stutzeri|Nah
Biphenyl	XXIV	WP_007012495	WP_007012495|Novosphingobium_pentaromativorans|Non
Biphenyl	XXIV	WP_007014365	WP_007014365|Novosphingobium_pentaromativorans|Non
Biphenyl	XXVI	YP_006838592	YP_006838592|Cycloclasticus_sp_P1|Non
Biphenyl	XXVI	NP_049184	NP_049184|Novosphingobium_aromaticivorans|Non
Biphenyl	XXVI	BAC65448	BAC65448|Sphingomonas_sp_P2|Bph
Biphenyl	XXVI	ABM79809	ABM79809|Sphingobium_yanoikuyae|Bph
Biphenyl	XXVI	YP_008372949	YP_008372949|Cycloclasticus_zancles_7-ME|Non
Biphenyl	XXV	YP_006837411	YP_006837411|Cycloclasticus_sp_P1|Non
Biphenyl	XXVII	YP_006837304	YP_006837304|Cycloclasticus_sp_P1|Non
Biphenyl	XXVII	AAN26443	AAN26443|Sphingopyxis_macrogoltabida|Tet
Biphenyl	XXVII	YP_008375226	YP_008375226|Cycloclasticus_zancles_7-ME|Non
Biphenyl	XXVII	YP_006837475	YP_006837475|Cycloclasticus_sp_P1|Non
Biphenyl	XXVII	NP_049186	NP_049186|Novosphingobium_aromaticivorans|Non
Biphenyl	XXVII	BAC65446	BAC65446|Sphingomonas_sp_P2|Bph
Biphenyl	XXVII	ACL31215	ACL31215|Rhodococcus_sp_TFB|Tet
Biphenyl	XXVII	YP_708484	YP_708484|Rhodococcus_jostii_RHA1|Etb
Biphenyl	XXVII	WP_019966185	WP_019966185|Pannonibacter_phragmitetus|Non
Biphenyl	XXVII	YP_006381770	YP_006381770|Tistrella_mobilis_KA081020-065|Non
Biphenyl	XXVII	YP_003392246	YP_003392246|Conexibacter_woesei_DSM_14684|Non
Biphenyl	XXVII	YP_286446	YP_286446|Dechloromonas_aromatica_RCB|Non
Biphenyl	XXVII	WP_010567587	WP_010567587|Pseudomonas_extremaustralis|Non
Biphenyl	XXVII	YP_002801321	YP_002801321|Azotobacter_vinelandii_DJ|Non
Biphenyl	XXVII	WP_020398650	WP_020398650|Kordiimonas_gwangyangensis|Non
Biphenyl	XXVII	YP_004555535	YP_004555535|Sphingobium_chlorophenolicum_L-1|Non
Biphenyl	XXVIII	WP_017953450	WP_017953450|SAR202_cluster_bacterium_SCGC_AAA240-N13|Non
Biphenyl	XXVIII	WP_020175902	WP_020175902|Methyloferula_stellata|Non
Biphenyl	XXIX	ZP_01742330	ZP_01742330|Rhodobacterales_bacterium_HTCC2150|Non
Biphenyl	XXX	WP_020122046	WP_020122046|Streptomyces_canus|Non
Biphenyl	XXXI	WP_020417231	WP_020417231|Amycolatopsis_sp_ATCC_39116|Non
Biphenyl	XXXI	YP_006668060	YP_006668060|Gordonia_sp_KTR9|Non
Biphenyl	XXXI	WP_009478596	WP_009478596|Rhodococcus_sp_JVH1|Non
Biphenyl	XXXI	WP_003882301	WP_003882301|Mycobacterium_fortuitum|Non
Biphenyl	XXXI	YP_001261395	YP_001261395|Sphingomonas_wittichii_RW1|Non
Biphenyl	XXXII	ACC85677	ACC85677|Rhodococcus_sp_HA01|Dbf
Biphenyl	XXXII	BAG80728	BAG80728|Terrabacter_sp_YK1|Dbf
Biphenyl	XXXII	BAG06223	BAG06223|Nocardioides_sp_DF412|Dbf
Biphenyl	XXXII	BAG80733	BAG80733|Rhodococcus_sp_YK2|Dbf
Biphenyl	XXXIII	WP_018296617	WP_018296617|Corynebacterium_lubricantis|Non
Biphenyl	XXXIII	WP_018019212	WP_018019212|Corynebacterium_ciconiae|Non
Biphenyl	XXXIII	WP_003853396	WP_003853396|Corynebacterium_diphtheriae|Non
Biphenyl	XXXIII	WP_009332541	WP_009332541|Streptomyces_ipomoeae|Non
Biphenyl	XXXIII	WP_010355984	WP_010355984|Streptomyces_acidiscabies|Non
Biphenyl	XXXIII	YP_003486008	YP_003486008|Streptomyces_scabiei_87_22|Non
Biphenyl	XXXIII	ZP_06829928	ZP_06829928|Rhodococcus_equi_ATCC_33707|Non
Biphenyl	XXXIII	ZP_06415206	ZP_06415206|Frankia_sp_EUN1f|Non
Biphenyl	XXXIII	ACJ12462	ACJ12462|Rhodococcus_sp_T104|Php
Biphenyl	XXXIII	WP_010836168	WP_010836168|Rhodococcus_rhodnii|Non
Biphenyl	XXXIII	YP_001705095	YP_001705095|Mycobacterium_abscessus_ATCC_19977|Non
Biphenyl	XXXIII	YP_007291764	YP_007291764|Mycobacterium_smegmatis_JS623|Non
Biphenyl	XXXIII	YP_007291690	YP_007291690|Mycobacterium_smegmatis_JS623|Non
Biphenyl	XXXIII	WP_016894997	WP_016894997|Mycobacterium_abscessus|Non
Biphenyl	XXXIII	ZP_06238530	ZP_06238530|Frankia_sp_EuI1c|Non
Biphenyl	XXXIII	WP_010119583	WP_010119583|Corynebacterium_nuruki|Non
Biphenyl	XXXIII	WP_007271299	WP_007271299|Arthrobacter_gangotriensis|Non
Biphenyl	XXXV	AEP40913	AEP40913|Nocardiopsis_sp_FU40|Apo
Biphenyl	XXXV	WP_017597687	WP_017597687|Nocardiopsis_lucentensis|Non
Biphenyl	XXXVI	YP_001260286	YP_001260286|Sphingomonas_wittichii_RW1|Dbd
Biphenyl	XXXIV	AAC38616	AAC38616|Sphingomonas_sp_CB3|Car
Biphenyl	XXXVII	WP_020550804	WP_020550804|Streptomyces_scabrisporus|Non
Biphenyl	XXXVII	YP_955197	YP_955197|Mycobacterium_vanbaalenii_PYR-1|Non
Biphenyl	XXXVII	WP_010592303	WP_010592303|Rhodococcus_sp_P14|Non
Biphenyl	XXXVII	BAA25623	BAA25623|Rhodococcus_erythropolis_TA421|Non
Biphenyl	XXXVII	WP_007499173	WP_007499173|Streptomyces_zinciresistens|Non
Biphenyl	XXXVIII	WP_018018848	WP_018018848|Corynebacterium_ciconiae|Non
Biphenyl	XXXIX	WP_008070358	WP_008070358|Novosphingobium_nitrogenifigens|Non
Biphenyl	XXXIX	WP_004900865	WP_004900865|Acinetobacter_brisouii|Non
Biphenyl	XXXIX	WP_005305785	WP_005305785|Acinetobacter_sp_NIPH_542|Non
Biphenyl	XXXIX	WP_016657593	WP_016657593|Acinetobacter_rudis|Non
Biphenyl	XXXIX	WP_004649934	WP_004649934|Acinetobacter_sp_ANC_3994|Non
Biphenyl	XXXIX	ZP_05362407	ZP_05362407|Acinetobacter_radioresistens_SK82|Non
Biphenyl	XXXIX	ZP_06068299	ZP_06068299|Acinetobacter_lwoffii_SH145|Non
Biphenyl	XXXIX	WP_004867589	WP_004867589|Acinetobacter_gerneri|Non
Biphenyl	XXXIX	WP_017776325	WP_017776325|Burkholderia_kururiensis|Non
Biphenyl	XXXIX	WP_009459253	WP_009459253|Alcaligenes_sp_HPC1271|Non
Biphenyl	XXXIX	YP_003041193	YP_003041193|Photorhabdus_asymbiotica|Non
Biphenyl	XXXIX	NP_929462	NP_929462|Photorhabdus_luminescens_subsp_laumondii_TTO1|Non
Biphenyl	XXXIX	ZP_05877430	ZP_05877430|Vibrio_furnissii_CIP_102972|Non
Biphenyl	XXXIX	ZP_06351805	ZP_06351805|Citrobacter_youngae_ATCC_29220|Non
Biphenyl	XXXIX	ZP_06649971	ZP_06649971|Escherichia_coli_FVEC1412|Non
Biphenyl	XXXIX	NP_708377	NP_708377|Shigella_flexneri_2a_str_301|Non
Biphenyl	XXXIX	ZP_03442923	ZP_03442923|Escherichia_coli_O157H7_str_TW14588|Non
Biphenyl	XXXIX	ZP_07154807	ZP_07154807|Escherichia_coli_MS_21-1|Non
Biphenyl	XXXIX	CAA86018	CAA86018|Escherichia_coli|Php
Biphenyl	XL	ZP_02891600	ZP_02891600|Burkholderia_ambifaria_IOP40-10|Non
Biphenyl	XL	YP_004305818	YP_004305818|Polymorphum_gilvum_SL003B-26A1|Non
Biphenyl	XL	BAK61713	BAK61713|Rhizobium_sp_TSY03b|Non
Biphenyl	XL	BAC98956	BAC98956|Xanthobacter_polyaromaticivorans_127W|DbtA
Biphenyl	XL	WP_009505788	WP_009505788|Citreicella_sp_357|Non
Biphenyl	XL	AAB07750	AAB07750|Rhodococcus_sp_M5|Bph
Biphenyl	XL	CAA56346	CAA56346|Rhodococcus_globerulus_P6|Bph
Biphenyl	XL	BAK52803	BAK52803|Janibacter_sp_TYM3221|Non
Biphenyl	XL	YP_707265	YP_707265|Rhodococcus_jostii_RHA1|Bph
Biphenyl	XL	NP_898768	NP_898768|Rhodococcus_erythropolis_BD2|Ipb
Biphenyl	XL	YP_001632349	YP_001632349|Bordetella_petrii_DSM_12804|Tcb
Biphenyl	XL	AAC43632	AAC43632|Pseudomonas_sp_P51|Tcb
Biphenyl	XL	AAC46390	AAC46390|Burkholderia_sp_PS12|Tec
Biphenyl	XL	ABR26225	ABR26225|Pseudomonas_nitroreducens_J5-1|Tcb
Biphenyl	XL	ACF16028	ACF16028|Bordetella_sp_IITR02|Tcb
Biphenyl	XL	Q07944	Q07944|Pseudomonas_putida_ML2|Bzn
Biphenyl	XL	AAX45786	AAX45786|Pseudomonas_putida_GJ31|Cbn
Biphenyl	XL	YP_001268196	YP_001268196|Pseudomonas_putida_F1|Tod
Biphenyl	XL	CAA06970	CAA06970|Ralstonia_sp_JS705|Bph
Biphenyl	XL	ABS81340	ABS81340|Pandoraea_pnomenusa_MCB032|Cbn
Biphenyl	XL	AAA25735	AAA25735|Pseudomonas_putida|Bzn
Biphenyl	XL	BAH80171	BAH80171|Lysobacter_sp_OC7|Bph
Biphenyl	XL	WP_016390587	WP_016390587|Cycloclasticus_sp_PY97M|Non
Biphenyl	XL	AAC44161	AAC44161|Cycloclasticus_oligotrophus_RB1|Bzn
Biphenyl	XL	ABX56038	ABX56038|Dyella_ginsengisoli|Bph
Biphenyl	XL	AFD18268	AFD18268|Alcanivorax_sp_HA03|Non
Biphenyl	XL	CAB99196	CAB99196|Pseudomonas_putida_01G3|Ipb
Biphenyl	XL	AAC03436	AAC03436|Pseudomonas_putida_RE204|Ipb
Biphenyl	XL	AAB36666	AAB36666|Pseudomonas_sp_JR1|Ipb
Biphenyl	XL	1WQL	1WQL|Pseudomonas_fluorescens_Ip01|Ipb
Biphenyl	XL	AAD12763	AAD12763|Pseudomonas_fluorescens_CA4|Ipb
Biphenyl	XL	YP_973181	YP_973181|Polaromonas_naphthalenivorans_CJ2|Non
Biphenyl	XL	YP_556409	YP_556409|Burkholderia_xenovorans_LB400|Bph
Biphenyl	XL	ACF20634	ACF20634|Achromobacter_sp_BP3|Bph
Biphenyl	XL	Q52028	Q52028|Pseudomonas_pseudoalcaligene_KF707|Bph
Biphenyl	XL	AAK14781	AAK14781|Pseudomonas_sp_Cam-1|Bph
Biphenyl	XL	Q46372	Q46372|Comamonas_testosteroni_B-356|Bph
Biphenyl	XL	CAA08985	CAA08985|Burkholderia_sp_JB1|Bph
Biphenyl	XL	CAD61140	CAD61140|Cupriavidus_oxalaticus_A5|Bph
Biphenyl	XL	YP_003358094	YP_003358094|Burkholderia_cepacia_PIJB1|Bph
Biphenyl	XL	BAC01052	BAC01052|Comamonas_testosteroni_TK102|Bph
Biphenyl	XL	Q52438	Q52438|Pseudomonas_sp_KKS102|Bph
Benzoate	I	YP_001264666	YP_001264666|Sphingomonas_wittichii_RW1|Non
Benzoate	I	ZP_05483623	ZP_05483623|Streptomyces_sp_AA4|Non
Benzoate	I	YP_119056	YP_119056|Nocardia_farcinica_IFM_10152|Non
Benzoate	I	YP_003774765	YP_003774765|Herbaspirillum_seropedicae_SmR1|Non
Benzoate	I	WP_020653899	WP_020653899|Massilia_niastensis|Non
Benzoate	I	ZP_05520031	ZP_05520031|Streptomyces_hygroscopicus_ATCC_53653|Non
Benzoate	I	WP_005250462	WP_005250462|Rhodococcus_opacus|Non
Benzoate	I	ADI12817	ADI12817|Streptomyces_bingchenggensis_BCW-1|Non
Benzoate	I	WP_019063439	WP_019063439|Streptomyces_prunicolor|Non
Benzoate	I	YP_702805	YP_702805|Rhodococcus_jostii_RHA1|Non
Benzoate	I	ZP_06836636	ZP_06836636|Corynebacterium_ammoniagenes_DSM_20306|Non
Benzoate	I	YP_001139202	YP_001139202|Corynebacterium_glutamicum_R|Non
Benzoate	I	YP_002907828	YP_002907828|Burkholderia_glumae_BGR1|Non
Benzoate	I	ZP_02360825	ZP_02360825|Burkholderia_oklahomensis_EO147|Non
Benzoate	I	YP_003608573	YP_003608573|Burkholderia_sp_CCGE1002|Non
Benzoate	I	ZP_02881936	ZP_02881936|Burkholderia_graminis_C4D1M|Non
Benzoate	I	YP_001895781	YP_001895781|Burkholderia_phytofirmans_PsJN|Non
Benzoate	I	YP_558915	YP_558915|Burkholderia_xenovorans_LB400|Non
Benzoate	I	YP_001810208	YP_001810208|Burkholderia_ambifaria_MC40-6|Non
Benzoate	I	YP_373251	YP_373251|Burkholderia_sp_383|Non
Benzoate	I	ZP_04942341	ZP_04942341|Burkholderia_cenocepacia_PC184|Non
Benzoate	I	YP_001166199	YP_001166199|Novosphingobium_aromaticivorans_DSM_12444|Non
Benzoate	I	YP_001261249	YP_001261249|Sphingomonas_wittichii_RW1|Non
Benzoate	I	WP_008829760	WP_008829760|Sphingomonas_sp_LH128|Non
Benzoate	I	YP_487499	YP_487499|Rhodopseudomonas_palustris_HaA2|Non
Benzoate	I	AFX82641	AFX82641|uncultured_proteobacterium_90H6|Non
Benzoate	I	WP_019578243	WP_019578243|Curvibacter_lanceolatus|Non
Benzoate	I	ZP_05359683	ZP_05359683|Acinetobacter_radioresistens_SK82|Non
Benzoate	I	YP_001713595	YP_001713595|Acinetobacter_baumannii_AYE|Non
Benzoate	I	ZP_06057027	ZP_06057027|Acinetobacter_calcoaceticus_RUH2202|Non
Benzoate	I	WP_004831285	WP_004831285|Acinetobacter_bereziniae|Non
Benzoate	I	WP_005787262	WP_005787262|Pseudomonas_synxantha|Non
Benzoate	I	WP_007931970	WP_007931970|Pseudomonas_sp_GM17|Non
Benzoate	I	WP_003450937	WP_003450937|Pseudomonas_pseudoalcaligenes|Non
Benzoate	I	ABY62759	ABY62759|Pseudomonas_putida|Iaa
Benzoate	I	YP_001668446	YP_001668446|Pseudomonas_putida_GB-1|Non
Benzoate	I	WP_010451018	WP_010451018|Pseudomonas_fuscovaginae|Non
Benzoate	I	WP_020291244	WP_020291244|Pseudomonas_sp_CFII64|Non
Benzoate	I	WP_017846868	WP_017846868|Pseudomonas_veronii|Non
Benzoate	I	YP_002381972	YP_002381972|Escherichia_fergusonii_ATCC_35469|Non
Benzoate	I	YP_004828994	YP_004828994|Enterobacter_asburiae_LF7a|Non
Benzoate	I	YP_007876854	YP_007876854|Raoultella_ornithinolytica_B6|Non
Benzoate	I	YP_004590679	YP_004590679|Enterobacter_aerogenes_KCTC_2190|Non
Benzoate	I	WP_008121663	WP_008121663|Phyllobacterium_sp_YR531|Non
Benzoate	I	WP_010323266	WP_010323266|Marinobacterium_stanieri|Non
Benzoate	I	YP_001340685	YP_001340685|Marinomonas_sp_MWYL1|Non
Benzoate	I	YP_004314666	YP_004314666|Marinomonas_mediterranea_MMB-1|Non
Benzoate	I	YP_003450961	YP_003450961|Azospirillum_sp_B510|Non
Benzoate	I	ZP_01549987	ZP_01549987|Stappia_aggregata_IAM_12614|Non
Benzoate	I	ZP_01747439	ZP_01747439|Sagittula_stellata_E-37|Non
Benzoate	I	YP_003188699	YP_003188699|Acetobacter_pasteurianus_IFO_3283-01|Non
Benzoate	V	YP_007562852	YP_007562852|Ilumatobacter_coccineum_YM16-304|Non
Benzoate	V	WP_006944801	WP_006944801|Rhodococcus_sp_EsD8|Non
Benzoate	V	YP_922036	YP_922036|Nocardioides_sp_JS614|Non
Benzoate	V	BAH56716	BAH56716|Rhodococcus_sp_AN-22|Ani
Benzoate	V	WP_006357777	WP_006357777|Gordonia_alkanivorans|Non
Benzoate	V	WP_003332185	WP_003332185|Bacillus_azotoformans|Non
Benzoate	V	YP_007910108	YP_007910108|Bacillus_sp_1NLA3E|Non
Benzoate	V	YP_001239210	YP_001239210|Bradyrhizobium_sp_BTAi1|Non
Benzoate	V	WP_005204026	WP_005204026|Gordonia_sputi|Non
Benzoate	V	BAA13012	BAA13012|Acinetobacter_sp_YAA|Ani
Benzoate	V	AAW66669	AAW66669|Acinetobacter_sp_GXA7|Ani
Benzoate	V	AAO38208	AAO38208|Delftia_acidovorans|Ani
Benzoate	V	BAA12807	BAA12807|Pseudomonas_putida_UCC22|Ani
Benzoate	V	AAX47241	AAX47241|Delftia_tsuruhatensis_AD9|Ani
Benzoate	V	ACO92656	ACO92656|Burkholderia_sp_JS667|Ani
Benzoate	V	BAC82526	BAC82526|Frateuria_sp_ANA-18|Ani
Benzoate	II	WP_007582712	WP_007582712|Burkholderia_terrae|Non
Benzoate	II	WP_003463151	WP_003463151|Pseudomonas_pseudoalcaligenes|Non
Benzoate	II	WP_008734266	WP_008734266|Alcanivorax_pacificus|Non
Benzoate	III	YP_006837858	YP_006837858|Cycloclasticus_sp_P1|Non
Benzoate	IV	YP_881803	YP_881803|Mycobacterium_avium_104|Non
Benzoate	IV	YP_001072336	YP_001072336|Mycobacterium_sp_JLS|Non
Benzoate	IV	YP_881121	YP_881121|Mycobacterium_avium_104|Non
Benzoate	IV	WP_003887384	WP_003887384|Mycobacterium_hassiacum|Non
Benzoate	IV	WP_017934958	WP_017934958|Nocardioides_sp_Iso805N|Non
Benzoate	IV	YP_002784363	YP_002784363|Rhodococcus_opacus_B4|Non
Benzoate	IV	WP_019546596	WP_019546596|Streptomyces_sulphureus|Non
Benzoate	IV	YP_713611	YP_713611|Frankia_alni_ACN14a|Non
Benzoate	IV	WP_007574649	WP_007574649|Patulibacter_sp_I11|Non
Benzoate	IV	WP_020660836	WP_020660836|Amycolatopsis_benzoatilytica|Non
Benzoate	IV	WP_019875151	WP_019875151|Sporichthya_polymorpha|Non
Benzoate	IV	WP_010229010	WP_010229010|Pseudonocardia_sp_P1|Non
Benzoate	IV	WP_020497529	WP_020497529|Sciscionella_marina|Non
Benzoate	IV	WP_006942438	WP_006942438|Rhodococcus_sp_EsD8|Non
Benzoate	IV	WP_018161572	WP_018161572|Smaragdicoccus_niigatensis|Non
Benzoate	IV	YP_005347480	YP_005347480|Mycobacterium_intracellulare_MOTT-64|Non
Benzoate	IV	WP_019509842	WP_019509842|Mycobacterium_sp_VKM_Ac-1815D|Non
Benzoate	IV	WP_016893549	WP_016893549|Mycobacterium_abscessus|Non
Benzoate	IV	ZP_06848099	ZP_06848099|Mycobacterium_parascrofulaceum_ATCC_BAA-614|Non
Benzoate	IV	WP_020543194	WP_020543194|Nonomuraea_coxensis|Non
Benzoate	IV	WP_009516078	WP_009516078|Hydrogenophaga_sp_PBC|Non
Benzoate	IV	WP_008551169	WP_008551169|Bradyrhizobium_sp_CCGE-LA001|Non
Benzoate	IV	WP_006948998	WP_006948998|Sphingobium_japonicum|Non
Benzoate	IV	NP_880751	NP_880751|Bordetella_pertussis_Tohama_I|Non
Benzoate	IV	ABK92277	ABK92277|Sphingomonas_sp_Ibu-2|Ibu
Benzoate	IV	YP_004931474	YP_004931474|Pseudoxanthomonas_spadix_BD-a59|Non
Benzoate	IV	YP_008372929	YP_008372929|Cycloclasticus_zancles_7-ME|Non
Benzoate	IV	ZP_06845395	ZP_06845395|Burkholderia_sp_Ch1-1|Non
Benzoate	VI	ZP_06845157	ZP_06845157|Burkholderia_sp_Ch1-1|Non
Benzoate	VI	ZP_06839598	ZP_06839598|Burkholderia_sp_Ch1-1|Non
Benzoate	VI	NP_885846	NP_885846|Bordetella_parapertussis_12822|Non
Benzoate	VII	YP_997439	YP_997439|Verminephrobacter_eiseniae_EF01-2|Non
Benzoate	VII	WP_018718776	WP_018718776|Arhodomonas_aquaeolei|Non
Benzoate	VII	WP_019936573	WP_019936573|Bordetella_sp_FB-8|Non
Benzoate	VII	WP_018913363	WP_018913363|Thiomonas_sp_FB-6|Non
Benzoate	VII	ZP_06686030	ZP_06686030|Achromobacter_piechaudii_ATCC_43553|Non
Benzoate	VII	WP_018992065	WP_018992065|Azoarcus_toluclasticus|Non
Benzoate	VII	ZP_07044600	ZP_07044600|Comamonas_testosteroni_S44|Non
